,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
244,NYCFC,Gomez,Shannon,D,54075.0,54075.0,2017
245,DAL,Gonzalez,Jesse,GK,85000.08,109000.08,2017
246,DAL,Gonzalez,Luis,M,65000.04,83125.04,2017
247,ATL,Gonzalez,Leandro,D,250008.0,285008.0,2017
248,CHI,Goossens,John,M,230000.0,233333.33,2017
249,COL,Gordon,Alan,F,180000.0,180000.0,2017
250,ATL,Goslin,Chris,M,70000.0,74000.0,2017
251,DAL,Grana,Hernan,D,200000.04,225500.04,2017
252,MNUFC,Greenspan,Joseph,D,65000.0,66469.08,2017
253,VAN,Greig,Kyle,F,65004.0,66849.0,2017
254,NYRB,Grella,Mike,F,186000.0,188250.0,2017
255,ATL,Gressel,Julian,M,75000.0,93750.0,2017
256,DAL,Gruezo,Carlos,M,495000.0,731500.0,2017
257,DAL,Guillen,Aaron,D,54075.0,54075.0,2017
258,ATL,Guzan,Brad,GK,340008.0,400008.0,2017
259,POR,Guzman,David,M,185004.0,188337.33,2017
260,TOR,Hagglund,Nick,D,100008.0,109633.0,2017
261,COL,Hairston,Marlon,D-M,110004.0,110004.0,2017
262,DC,Hamid,Bill,GK,350000.0,395500.0,2017
263,COL,Hamilton,Sam,M,65004.0,65004.0,2017
264,TOR,Hamilton,Jordan,F,69457.5,81957.5,2017
265,CLB,Hansen,Nikolaj,F,65000.04,72500.04,2017
266,DC,Harkes,Ian,M,90000.0,123237.5,2017
267,CHI,Harrington,Michael,D,135000.0,136666.67,2017
268,DAL,Harris,Atiba,D-M,155004.0,155004.0,2017
269,NYCFC,Harrison,Jack,M,130000.0,165500.0,2017
270,VAN,Harvey,Jordan,D,180000.0,180000.0,2017
271,TOR,Hasler,Nicolas,D,65004.0,80670.67,2017
272,DAL,Hayes,Jacori,M,65000.04,72500.04,2017
273,ATL,Heath,Harrison,M,66150.0,66150.0,2017
274,POOL,Heavner,Billy,GK,53004.0,53004.0,2017
275,DAL,Hedges,Matt,D,399996.0,424996.0,2017
276,PHI,Herbers,Fabian,M-F,110000.0,135500.0,2017
277,NE,Herivaux,Zachary,M,65625.0,65625.0,2017
278,RSL,Hernandez,Jose,M,53004.0,56379.0,2017
279,TOR,Hernandez,Jason,D,65004.0,65004.0,2017
280,NYCFC,Herrera,Yangel,M,123557.04,123557.04,2017
281,CLB,Higuain,Federico,M,1050000.0,1050000.0,2017
282,ORL,Higuita,Cristian,M,150000.0,286666.67,2017
283,ORL,Hines,Sebastian,D,129996.0,129996.0,2017
284,SJ,Hoesen,Danny,F,425004.0,503129.0,2017
285,HOU,Holland,Joseph,M,53004.0,53004.0,2017
286,NE,Hollinger-Janzen,Femi,F,54075.0,54075.0,2017
287,DAL,Hollingshead,Ryan,M-D,132500.0,132500.0,2017
288,CLB,Hollingsworth,Marshall,M,54075.0,54075.0,2017
289,RSL,Holness,Omar,F,110000.0,133500.0,2017
290,RSL,Horst,David,D,110004.0,115004.0,2017
291,COL,Howard,Tim,GK,2000000.0,2475000.0,2017
292,DAL,Hume,Walker,D,53004.0,53004.0,2017
293,HOU,Hunter,Taylor,D,53004.0,53004.0,2017
294,VAN,Hurtado,Erik,F/M,125000.0,131250.0,2017
295,LA,Husidic,Baggio,M,175000.0,175000.0,2017
296,SJ,Hyka,Jahmir,M,470004.0,520004.0,2017
297,MNUFC,Ibarra,Miguel,M,290004.0,322326.0,2017
298,VAN,Ibini,Bernie,F,135000.0,174000.0,2017
299,MNUFC,Ibson,,M,200004.0,210337.4,2017
300,VAN,Igiebor,Nosa,M,65000.04,98333.37,2017
301,PHI,Ilsinho,,M,470000.0,518333.33,2017
302,SJ,Imperiale,Andres,D,105000.0,107500.0,2017
303,TOR,Irwin,Clint,GK,200004.0,211316.7,2017
304,KC,Iwasa,Cameron,F,65004.0,65004.0,2017
305,MTL,Jackson-Hamel,Anthony,F,66150.0,66150.0,2017
306,VAN,Jacobson,Andrew,M,150000.0,175000.0,2017
307,CLB,Jahn,Adam,F,92500.0,92500.0,2017
308,LA,Jamieson,Bradford,F,66150.0,66150.0,2017
309,DC,Jeffrey,Jared,M,105000.0,115000.0,2017
310,CLB,Jimenez,Hector,M,150000.0,150000.0,2017
311,NYCFC,Johansen,Eirik,GK,65625.0,65625.0,2017
312,CHI,Johnson,Daniel,M,65004.0,65004.0,2017
313,NYCFC,Johnson,Sean,GK,220008.0,220008.0,2017
314,ORL,Johnson,Will,M,414000.0,450000.0,2017
315,MNUFC,Jome,Ismaila,M,65004.0,67837.33,2017
316,ATL,Jones,Kenwyne,F,390000.0,413333.33,2017
317,LA,Jones,Jermaine,M,600000.0,722500.2,2017
318,PHI,Jones,Derrick,M,65000.0,70900.0,2017
319,PHI,Jones,Aaron,D,53004.0,53004.0,2017
320,SEA,Jones,Joevin,D,90000.0,96166.67,2017
321,SJ,Jungwirth,Florian,D-M,450000.0,516667.07,2017
322,CHI,Juninho,,M,700008.0,716674.67,2017
323,ORL,Kaka,,M,6660000.0,7167500.0,2017
324,MNUFC,Kallman,Brent,D,65004.0,68295.67,2017
325,CLB,Kamara,Ola,F,450000.0,482500.0,2017
326,NE,Kamara,Kei,F,800000.0,800000.0,2017
327,ATL,Kann,Alec,GK,77004.0,77004.0,2017
328,MNUFC,Kapp,Alex,GK,53004.0,53004.0,2017
329,CHI,Kappelhof,Johan,D,530000.0,570000.0,2017
330,NYRB,Keita,Muhamed,F,200012.04,256401.04,2017
331,DC,Kemp,Taylor,D,120000.0,120000.0,2017
332,LA,Kempin,Jonathan,GK,65004.0,65004.0,2017
333,CLB,Ketterer,Logan,GK,53004.0,53004.0,2017
334,DC,Klenofsky,Eric,GK,53004.0,56754.0,2017
335,NYRB,Kljestan,Sacha,M,650000.0,787500.0,2017
336,NE,Knighton,Brad,GK,100910.25,100910.25,2017
337,NE,Kobayashi,Daigo,M,69996.0,76996.0,2017
338,NE,Koffie,Gershon,M,120000.0,120000.0,2017
339,DC,Korb,Chris,D,65004.0,71004.0,2017
340,NE,Kouassi,Xavier,M,840000.0,890541.75,2017
341,SEA,Kovar,Aaron,M,66150.0,66350.0,2017
342,ATL,Kratz,Kevin,M,150000.0,164250.0,2017
343,MTL,Kronberg,Eric,GK,99999.96,104999.96,2017
344,VAN,Laba,Matias,M,725000.0,885500.0,2017
345,NYRB,Lade,Connor,D,85000.0,92812.5,2017
346,DAL,Lamah,Roland,M,630000.0,773500.0,2017
347,CHI,Lampson,Matt,GK,76000.0,81375.0,2017
348,ATL,Larentowicz,Jeff,M,175008.0,175008.0,2017
349,ORL,Larin,Cyle,F,150000.0,192000.0,2017
350,ORL,Laryea,Richmond,M,130000.0,159000.0,2017
351,LA,Lassiter,Ariel,F,54075.0,54075.0,2017
352,NYRB,Lawrence,Kemar,D,100000.0,205600.0,2017
353,SEA,Leerdam,Kelvin,D,380640.0,455640.0,2017
354,MTL,Lefevre,Wandrille,D,94999.92,104499.92,2017
355,MNUFC,Leiton,Jose,F-M,53004.0,68504.0,2017
356,RSL,Lennon,Brooks,F,53004.0,53004.0,2017
357,VAN,Levis,Brett,D,65000.0,67500.0,2017
358,NYCFC,Lewis,Jonathan,F,80000.04,115500.04,2017
359,NYRB,Lewis,Zeiko,M,75000.0,93750.0,2017
360,SJ,Lima,Nick,D,80004.0,86208.03,2017
361,LA,Lletget,Sebastian,M,230000.0,242666.67,2017
362,KC,Lobato,Cristian,M,180000.0,180000.0,2017
363,SEA,Lodeiro,Nicolas,M,1371428.57,1743428.57,2017
364,NYRB,Long,Aaron,D,65000.0,65000.0,2017
365,NYCFC,Lopez,Mikey,M,75000.0,75000.0,2017
366,NYRB,Louro,Evan,GK,53004.0,53004.0,2017
367,MTL,Lovitz,Daniel,M,78750.0,78750.0,2017
368,ATL,Loyd,Zach,D,85008.0,85008.0,2017
369,HOU,Lucatero,Christian,M,53000.0,53250.0,2017
370,POR,Mabiala,Larrys,D,431666.64,480916.64,2017
371,HOU,Machado,Adolfo,D,200004.0,216504.0,2017
372,COL,MacMath,Zac,GK,150000.0,150000.0,2017
373,HOU,Malki,George,D,65004.0,65004.0,2017
374,SEA,Mallace,Calum,M,115000.0,131250.0,2017
375,CLB,Maloney,Connor,D,53004.0,53004.0,2017
376,MTL,Mancosu,Matteo,F,700000.08,719541.75,2017
377,CLB,Manneh,Kekuta,M-F,138875.0,168375.0,2017
378,HOU,Manotas,Mauro,F,215746.08,215746.08,2017
379,VAN,Marinovic,Stefan,GK,65000.04,77562.54,2017
380,PHI,Marquez,Richard,D,133000.0,139430.0,2017
381,SEA,Marshall,Chad,D,350000.0,366250.0,2017
382,MNUFC,Martin,Collin,M,84996.0,84996.0,2017
383,ATL,Martinez,Josef,F,924000.0,1041310.0,2017
384,CLB,Martinez,Cristian,M,65633.4,70133.4,2017
385,HOU,Martinez,Tomas,M,315000.0,497925.0,2017
386,NYRB,Martins,Felipe,M,385000.08,385000.08,2017
387,NYCFC,Matarrita,Ronald,D,175000.0,200000.0,2017
388,SEA,Mathers,Zach,M,53004.0,53004.0,2017
389,POR,Mattocks,Darren,F,300000.0,316666.67,2017
390,VAN,Maund,Aaron,D,165000.0,174437.5,2017
391,TOR,Mavinga,Chris,D,265008.0,300691.6,2017
392,LA,McBean,Jack,F,65625.0,65625.0,2017
393,ATL,McCann,Chris,M,540000.0,568000.0,2017
394,PHI,McCarthy,John,GK,86500.0,95750.0,2017
395,CHI,McCarty,Dax,M,400000.08,412500.08,2017
396,PHI,McGuire,Jake,GK,53004.0,53004.0,2017
397,LA,McInerney,Jack,F,325000.0,325000.0,2017
398,POR,McIntosh,Kendall,GK,53000.0,53000.0,2017
399,VAN,McKendry,Ben,M,65000.0,65000.0,2017
400,MNUFC,McLain,Patrick,GK,80000.0,80000.0,2017
401,NYCFC,McNamara,Thomas,M,185000.04,185000.04,2017
402,NYRB,Meara,Ryan,GK,100008.0,105008.0,2017
403,ATL,Mears,Tyrone,D,183756.0,183756.0,2017
404,KC,Medranda,Jimmy,D,130008.0,130008.0,2017
405,PHI,Medunjanin,Haris,M,460008.0,505008.0,2017
406,CHI,Meira,Joao,D-M,150000.0,165000.0,2017
407,POR,Melano,Lucas,F,790000.0,1010000.0,2017
408,KC,Melia,Tim,GK,165000.0,167500.0,2017
409,NYCFC,Mena,Jefferson,D,250000.0,261400.0,2017
410,LA,Mendiola,Raul,F,65625.0,65625.0,2017
411,CLB,Mensah,Jonathan,D,750000.0,844000.0,2017
412,CLB,Meram,Justin,M,300000.0,328750.0,2017
413,SEA,Meredith,Bryan,GK,66150.0,66150.0,2017
414,NYRB,Metzger,Dan,M,53004.0,53004.0,2017
415,VAN,Mezquida,Nicolas,M-F,120000.0,120000.0,2017
416,SJ,Mfeka,Lindo,M-F,53004.0,53004.0,2017
417,CHI,Mihailovic,Djordje,M,80000.04,80000.04,2017
418,COL,Miller,Eric,D,75553.75,86553.75,2017
419,POR,Miller,Roy,D,150000.0,150000.0,2017
420,SEA,Miller,Tyler,GK,65633.4,65633.4,2017
421,DC,Miranda,Bruno,F,53000.04,57476.13,2017
422,NE,Mlinar,Antonio,D,400008.0,400008.0,2017
423,MNUFC,Molino,Kevin,M,350004.0,402504.0,2017
424,HOU,Monteiro,Alex,M,170000.0,170000.0,2017
425,VAN,Montero,Fredy,F,1400000.04,1800000.04,2017
426,TOR,Moor,Drew,D,246750.0,261750.0,2017
427,DAL,Morales,Javier,M,300000.0,315000.0,2017
428,NYCFC,Moralez,Maximiliano,M,2000000.04,2000000.04,2017
429,TOR,Morgan,Ashtone,D,100008.0,101508.0,2017
430,SEA,Morris,Jordan,F,225000.0,237500.0,2017
431,TOR,Morrow,Justin,D,210000.0,226666.67,2017
432,RSL,Movsisyan,Yura,F,1750000.0,1973750.0,2017
433,RSL,Mulholland,Luke,M,172500.0,172500.0,2017
434,DC,Mullins,Patrick,F,114125.0,144125.0,2017
435,NYRB,Murillo,Michael,D,65004.0,73754.0,2017
436,KC,Musa,James,D-M,65004.0,65004.0,2017
437,KC,Mustivar,Soni,M,200000.0,200000.0,2017
438,NYRB,Muyl,Alex,F,65625.0,69625.0,2017
439,POR,Myers,Chance,D,125004.0,125004.0,2017
440,POR,Nagbe,Darlington,M/F,550000.0,565000.0,2017
441,PHI,Najem,Adam,M,65000.04,65000.04,2017
442,NYRB,N'dam,Hassan,D,53004.0,53004.0,2017
443,SEA,Neagle,Lamar,M-F,200000.0,202833.33,2017
444,NE,Nemeth,Krisztian,F,547200.0,654866.67,2017
445,VAN,Nerwinski,Jake,D,65004.0,65004.0,2017
446,NE,Nguyen,Lee,M,500000.0,500000.0,2017
447,MNUFC,Nicholson,Sam,M,235008.0,281456.0,2017
